address,level,
0x31f3f1626aee7d9bf4a022fa939e58cbcc7e7edd,high,",('0x31f3f1626aee7d9bf4a022fa939e58cbcc7e7edd','high')"
0x17690a3a2ecce72240809f1d9f0cac007b27d260,high,",('0x17690a3a2ecce72240809f1d9f0cac007b27d260','high')"
0x6253e10cd2bee2b3e2fec8f4dcc0351efb2b8cb0,high,",('0x6253e10cd2bee2b3e2fec8f4dcc0351efb2b8cb0','high')"
0xb1302303eb3c4dcfc9e8c8f5cc63e46cd27f47c4,high,",('0xb1302303eb3c4dcfc9e8c8f5cc63e46cd27f47c4','high')"
0xf0aa0cd701c168b1c5692920a34df2d4fb389747,high,",('0xf0aa0cd701c168b1c5692920a34df2d4fb389747','high')"
0x7c88072584520ac17779b38a3e832b08ead2c4fc,high,",('0x7c88072584520ac17779b38a3e832b08ead2c4fc','high')"
0xbcd6de28853f38aa902ab89900d8b607ce19896d,high,",('0xbcd6de28853f38aa902ab89900d8b607ce19896d','high')"
0x6a4524f12cca0c14ef8cc1f82db2fccd573039f5,high,",('0x6a4524f12cca0c14ef8cc1f82db2fccd573039f5','high')"
0xc4931ec96f9e49c4289d0f49af5cd82fae5c52ed,high,",('0xc4931ec96f9e49c4289d0f49af5cd82fae5c52ed','high')"
0xcdfeb3b0a870764d0ef4e882038fc8367380ccc6,high,",('0xcdfeb3b0a870764d0ef4e882038fc8367380ccc6','high')"
0xaacb3e39fe0726883ab72fd569a1b654e9156450,high,",('0xaacb3e39fe0726883ab72fd569a1b654e9156450','high')"
0x7004bfb26c257b8fd56c805f7cd5b20c9bd20b95,high,",('0x7004bfb26c257b8fd56c805f7cd5b20c9bd20b95','high')"
0x3138044151b300dac975a273a1f8496a53fa3c5e,high,",('0x3138044151b300dac975a273a1f8496a53fa3c5e','high')"
0x420fdf2515a160a7bb54971891d82f9e753a7b11,high,",('0x420fdf2515a160a7bb54971891d82f9e753a7b11','high')"
0x4e6dfb4e67449d9edb93ff86857d977cc1fb5468,high,",('0x4e6dfb4e67449d9edb93ff86857d977cc1fb5468','high')"
0x3470900435084182002ef677df2c52708f933ebd,high,",('0x3470900435084182002ef677df2c52708f933ebd','high')"
0x6368a85242d5d4853fac54e620927f534ea050fa,high,",('0x6368a85242d5d4853fac54e620927f534ea050fa','high')"
0x8dfb3b88f604fed2d037646b16bcc63c1f84d92c,high,",('0x8dfb3b88f604fed2d037646b16bcc63c1f84d92c','high')"
0x04d5410580caa95c88a462957a3c1f04592017a7,high,",('0x04d5410580caa95c88a462957a3c1f04592017a7','high')"
0x4b841f32a688a9f25eb0e3fb002c191adfac8de8,high,",('0x4b841f32a688a9f25eb0e3fb002c191adfac8de8','high')"
0x9f3bb71712194d0631b49eaa36a817f9d8bc8b88,high,",('0x9f3bb71712194d0631b49eaa36a817f9d8bc8b88','high')"
0x540a34f7416831ec24149c3abdf9e957a080353b,high,",('0x540a34f7416831ec24149c3abdf9e957a080353b','high')"
0xe0fad49a4ed8d01e1a4ad027a74fe2a3b3079c2c,high,",('0xe0fad49a4ed8d01e1a4ad027a74fe2a3b3079c2c','high')"
0x31dbc8e13b0ed2bf865d1cf31a77e8901299b536,high,",('0x31dbc8e13b0ed2bf865d1cf31a77e8901299b536','high')"
0xf525886a10e5198aceee2be13f7679b3b422c7f9,high,",('0xf525886a10e5198aceee2be13f7679b3b422c7f9','high')"
0x748327ce870c92e604f4257716febc659c55b4ba,high,",('0x748327ce870c92e604f4257716febc659c55b4ba','high')"
0x15878f8cb05781a580b07e04918f9d9197741589,high,",('0x15878f8cb05781a580b07e04918f9d9197741589','high')"
0x997dcc54664385af5d818fb2da184f7c6e39bb1c,high,",('0x997dcc54664385af5d818fb2da184f7c6e39bb1c','high')"
0x97ae48d1db9b2c0bb1c7988fe79cc24c2a415e92,high,",('0x97ae48d1db9b2c0bb1c7988fe79cc24c2a415e92','high')"
0x485e863e660d552c12b9ce13d123a27362f3fe31,high,",('0x485e863e660d552c12b9ce13d123a27362f3fe31','high')"
0x5cbd67376333ab334a40a3a8a5178a1607f5544a,high,",('0x5cbd67376333ab334a40a3a8a5178a1607f5544a','high')"
0x4a17f0c38c8e44fe913028cbe07fdcb8d1b0431c,high,",('0x4a17f0c38c8e44fe913028cbe07fdcb8d1b0431c','high')"
0x0c38aa08897435c7a68d75e2f5f54cdd0de79870,high,",('0x0c38aa08897435c7a68d75e2f5f54cdd0de79870','high')"
0xae0f72f483d18d70a0fe695474427abe30665a6d,high,",('0xae0f72f483d18d70a0fe695474427abe30665a6d','high')"
0x6e7f99a09c085477cd2eacf20757ca5a76196665,high,",('0x6e7f99a09c085477cd2eacf20757ca5a76196665','high')"
0x4e0d791d5139e4caf1c4e8e029c884a9dcf5e321,high,",('0x4e0d791d5139e4caf1c4e8e029c884a9dcf5e321','high')"
0xad83880ad5fc9b3c5d0f134bdd4ecc32159a0155,high,",('0xad83880ad5fc9b3c5d0f134bdd4ecc32159a0155','high')"
0x315cc55b4653f5274c03724b41645786774804bd,high,",('0x315cc55b4653f5274c03724b41645786774804bd','high')"
0x6ca17ef167548c50949c67bef41442cf2bfd00c4,high,",('0x6ca17ef167548c50949c67bef41442cf2bfd00c4','high')"
0xfe578c8d56be26ad7d6bb232469b2faa92c1d41e,high,",('0xfe578c8d56be26ad7d6bb232469b2faa92c1d41e','high')"
0x9aa5d1a922a7b915e4e8364d23a031957f9d8f3a,high,",('0x9aa5d1a922a7b915e4e8364d23a031957f9d8f3a','high')"
0x27bdf713df657862d1ec9045118e18defbcc201e,high,",('0x27bdf713df657862d1ec9045118e18defbcc201e','high')"
0x5bd20780a2012f2a789f845f0cf830359da7ef62,high,",('0x5bd20780a2012f2a789f845f0cf830359da7ef62','high')"
0x01fb36cfb17cfc240d04133966e0d185ec9d677a,high,",('0x01fb36cfb17cfc240d04133966e0d185ec9d677a','high')"
0x67ebc436c79ccc3e03ab30f6712d645f796d1971,high,",('0x67ebc436c79ccc3e03ab30f6712d645f796d1971','high')"
0xd44ab1df344dc1f11b0e58cd367c019a04ade307,high,",('0xd44ab1df344dc1f11b0e58cd367c019a04ade307','high')"
0x69b8efc0c23d170b083768e0b0a17c8623b80137,high,",('0x69b8efc0c23d170b083768e0b0a17c8623b80137','high')"
0x97102435810d9a72d4fb99386b6adb0245161a93,high,",('0x97102435810d9a72d4fb99386b6adb0245161a93','high')"
0xe1c032d0f86a70a196463c22a9de4786683fb881,high,",('0xe1c032d0f86a70a196463c22a9de4786683fb881','high')"
0x3bed2f5d4bd53645e17e532978bb383a6ea5d498,high,",('0x3bed2f5d4bd53645e17e532978bb383a6ea5d498','high')"
0x1824f12d1faa1f5b814b800189b59c30b8afacb8,high,",('0x1824f12d1faa1f5b814b800189b59c30b8afacb8','high')"
0xd28804798eac965f82a381013d2b3966c1c55810,high,",('0xd28804798eac965f82a381013d2b3966c1c55810','high')"
0xb32ffbc4336428e3b966b3632bd3cd45244c5383,high,",('0xb32ffbc4336428e3b966b3632bd3cd45244c5383','high')"
0x2d4670aa74d8e075016202ca5bd730c459020358,high,",('0x2d4670aa74d8e075016202ca5bd730c459020358','high')"
0x1af30ff462899105f88438a5088a5edcb361ddbf,high,",('0x1af30ff462899105f88438a5088a5edcb361ddbf','high')"
0x1581a512bfed3db151aff72715b3d82f06e9cced,high,",('0x1581a512bfed3db151aff72715b3d82f06e9cced','high')"
0x178ff7909ee4d77f46670dda763cb73ce69f1955,high,",('0x178ff7909ee4d77f46670dda763cb73ce69f1955','high')"
0x4dd1645f8ecb1c0082d12ccf3b37dd65274011a3,high,",('0x4dd1645f8ecb1c0082d12ccf3b37dd65274011a3','high')"
0x10acbcfa3c69910233ae0137f8b209c67a4e5e7f,high,",('0x10acbcfa3c69910233ae0137f8b209c67a4e5e7f','high')"
0x00e82c09a06a2f5fa4f82d0f7a7d58062ea82db7,high,",('0x00e82c09a06a2f5fa4f82d0f7a7d58062ea82db7','high')"
0xec9b30c833949586831bd03bd7bb7d1f976ac81e,high,",('0xec9b30c833949586831bd03bd7bb7d1f976ac81e','high')"
0x0e89697c94ba8455deaca730cd1d3ce7d4178bff,high,",('0x0e89697c94ba8455deaca730cd1d3ce7d4178bff','high')"
0x874bd44da56299297c94eb80791d8abc4ba42719,high,",('0x874bd44da56299297c94eb80791d8abc4ba42719','high')"
0x08444721e7faefdbdef8aceda6416a8fb8adf55d,high,",('0x08444721e7faefdbdef8aceda6416a8fb8adf55d','high')"
0x441f42659a955c1f4938dd577600ffcdf32a927c,high,",('0x441f42659a955c1f4938dd577600ffcdf32a927c','high')"
0x4f250c35e4e56fecf2a9b82d5e4edecd2bb5a235,high,",('0x4f250c35e4e56fecf2a9b82d5e4edecd2bb5a235','high')"
0x795562a90317142799993d8063be43164612e62c,high,",('0x795562a90317142799993d8063be43164612e62c','high')"
0x7447a7ed9ff42b85ca3561dad9e6fac5fb6e106c,high,",('0x7447a7ed9ff42b85ca3561dad9e6fac5fb6e106c','high')"
0x2f1f0e416955ad489d9e38685612a875a8b1ec6f,high,",('0x2f1f0e416955ad489d9e38685612a875a8b1ec6f','high')"
0x24ce685414dba1fab00c1a65a333768fb3e97e57,high,",('0x24ce685414dba1fab00c1a65a333768fb3e97e57','high')"
0xe145e4d822464427caf7f5799f2f2320b80ff495,high,",('0xe145e4d822464427caf7f5799f2f2320b80ff495','high')"
0x0476c360a359764e1a33e7eb499f238d24ef540a,high,",('0x0476c360a359764e1a33e7eb499f238d24ef540a','high')"
0x24ffcd9407651f1294541030057f6d91c4b4d970,high,",('0x24ffcd9407651f1294541030057f6d91c4b4d970','high')"
0x93eba9652b00583c4f64527b4b55690645270885,high,",('0x93eba9652b00583c4f64527b4b55690645270885','high')"
0xb8c88d47d19abf4074916432672fce0ab599d18f,high,",('0xb8c88d47d19abf4074916432672fce0ab599d18f','high')"
0x4811d1f7891c9dd3f2ea84ecfda65e604c5a7fa6,high,",('0x4811d1f7891c9dd3f2ea84ecfda65e604c5a7fa6','high')"
0x85e0d7f768dfbf73df3375a6489d7bf4da2dc9fc,high,",('0x85e0d7f768dfbf73df3375a6489d7bf4da2dc9fc','high')"
0x37da949c676fd0c42ad5b0b782f11b6c63520193,high,",('0x37da949c676fd0c42ad5b0b782f11b6c63520193','high')"
0xdcd9fbc48cb2aaf6b735248bc713ef1a633cef16,high,",('0xdcd9fbc48cb2aaf6b735248bc713ef1a633cef16','high')"
0x2d221a0f1802acc291bdbcb4f27b0d7d17de4d69,high,",('0x2d221a0f1802acc291bdbcb4f27b0d7d17de4d69','high')"
0x4f20a774b8dd996876f7c366bbeffa0528c267d2,high,",('0x4f20a774b8dd996876f7c366bbeffa0528c267d2','high')"
0x8ca676f55410336979b3bcec606e8b0242b682d6,high,",('0x8ca676f55410336979b3bcec606e8b0242b682d6','high')"
0xff7c92695aff92441c0d4582d0b57e9357a35116,high,",('0xff7c92695aff92441c0d4582d0b57e9357a35116','high')"
0x1848b3b608de7de563911adbd59d011b3e66b82e,high,",('0x1848b3b608de7de563911adbd59d011b3e66b82e','high')"
0x6258394a6df5716fec62f3b792ed3ab85c270315,high,",('0x6258394a6df5716fec62f3b792ed3ab85c270315','high')"
0x1fd72292dc5984a53d9a3513f15f0ae4f10c836d,high,",('0x1fd72292dc5984a53d9a3513f15f0ae4f10c836d','high')"
0xd5b2349534e5e2d05fecb9ec3eea9e11e5df1e19,high,",('0xd5b2349534e5e2d05fecb9ec3eea9e11e5df1e19','high')"
0xeb4392fc03b8b4f3937fe32c0005c794afab127a,high,",('0xeb4392fc03b8b4f3937fe32c0005c794afab127a','high')"
0x23933e112e8d54d57b2c548d25587faf603c7272,high,",('0x23933e112e8d54d57b2c548d25587faf603c7272','high')"
0x062cdc815e5f9318ccde185c0e35ff71e87cf62b,high,",('0x062cdc815e5f9318ccde185c0e35ff71e87cf62b','high')"
0x221f2555548352aa1b8dbb02e39fdd7f35d0a11c,high,",('0x221f2555548352aa1b8dbb02e39fdd7f35d0a11c','high')"
0x71fc890046988faa70fb0785d1e599628ee0bcfc,high,",('0x71fc890046988faa70fb0785d1e599628ee0bcfc','high')"
0x30cb5de6d1dccd839440f74cbd9845ef0b8be6ac,high,",('0x30cb5de6d1dccd839440f74cbd9845ef0b8be6ac','high')"
0xff7e20f8419a636d62d4dde893941afbbba43aaf,high,",('0xff7e20f8419a636d62d4dde893941afbbba43aaf','high')"
0x2d03eba1af5bf3ca11520a4d1afc710512bf6741,high,",('0x2d03eba1af5bf3ca11520a4d1afc710512bf6741','high')"
0x889630bd69b1cbe14b5ae40778c387394b4ccd5f,high,",('0x889630bd69b1cbe14b5ae40778c387394b4ccd5f','high')"
0x3cb1f55e54bc1303def7286745d9c604a86e96d7,high,",('0x3cb1f55e54bc1303def7286745d9c604a86e96d7','high')"
0x23f81d034770e5ccac9ab633fb39f6dfcbddd22f,high,",('0x23f81d034770e5ccac9ab633fb39f6dfcbddd22f','high')"
0x8d1831d5d511d20f26c90877a146425cf8f8bd9a,high,",('0x8d1831d5d511d20f26c90877a146425cf8f8bd9a','high')"
0xc0f0e1ee78cef68717445926ccd0bb463d5593c5,high,",('0xc0f0e1ee78cef68717445926ccd0bb463d5593c5','high')"
0xdf4dc43af8b66469076bb077788da74df1e54e9e,high,",('0xdf4dc43af8b66469076bb077788da74df1e54e9e','high')"
0x8ef77d4778ff07d6d26aed80ed69b1bf25006c33,high,",('0x8ef77d4778ff07d6d26aed80ed69b1bf25006c33','high')"
0xf6f4663b75c3103d55a41fe66d9b3c5dccfc90b3,high,",('0xf6f4663b75c3103d55a41fe66d9b3c5dccfc90b3','high')"
0x987638d05742a95b10c743211bfaa9ee23ff643f,high,",('0x987638d05742a95b10c743211bfaa9ee23ff643f','high')"
0xf6ff639fbaf6ff0350046242347a1eeec9ea594d,high,",('0xf6ff639fbaf6ff0350046242347a1eeec9ea594d','high')"
0x20635ba9392888d42ae957045583175862232c9f,high,",('0x20635ba9392888d42ae957045583175862232c9f','high')"
0x5f867c972794668888bd1f3df88d3477aba885d2,high,",('0x5f867c972794668888bd1f3df88d3477aba885d2','high')"
0xffdfee963ab9e993ee857b7387b8e702e2eed08a,high,",('0xffdfee963ab9e993ee857b7387b8e702e2eed08a','high')"
0x81efb59f58e608b1d19bdf2da0f454510a68572b,high,",('0x81efb59f58e608b1d19bdf2da0f454510a68572b','high')"
0x887cbfd717d48db7b56b29c20a213aa9575b3a56,high,",('0x887cbfd717d48db7b56b29c20a213aa9575b3a56','high')"
0x92c9b1bbd3a0a48c57e0b02c77760908bf0cd0aa,high,",('0x92c9b1bbd3a0a48c57e0b02c77760908bf0cd0aa','high')"
0x4c6a13b51570799f2787dbff23dc3a5dd254dc33,high,",('0x4c6a13b51570799f2787dbff23dc3a5dd254dc33','high')"
0x8cfb19a92110d7cd13a18ce491a337033ffe13a4,high,",('0x8cfb19a92110d7cd13a18ce491a337033ffe13a4','high')"
0x3680e93e5d837293097e793db75c2184e831cb11,high,",('0x3680e93e5d837293097e793db75c2184e831cb11','high')"
0x8ee68fb98340816e029d47ce9ff7687ca668fb1c,high,",('0x8ee68fb98340816e029d47ce9ff7687ca668fb1c','high')"
0x22f2e0bc12ceef911526d7ee73dc73f807885591,high,",('0x22f2e0bc12ceef911526d7ee73dc73f807885591','high')"
0xc502078c6bd1796f3810bd7336d986967db9744b,high,",('0xc502078c6bd1796f3810bd7336d986967db9744b','high')"
0xeff2d6eaf52604ad6ca1afb02ba983dd4e9a3fbd,high,",('0xeff2d6eaf52604ad6ca1afb02ba983dd4e9a3fbd','high')"
0xde7df05b37851033f9b886d046fc583a7bc7cd31,high,",('0xde7df05b37851033f9b886d046fc583a7bc7cd31','high')"
0xf0106aee12d96fdd3b6ae047cebe7ed476300e63,high,",('0xf0106aee12d96fdd3b6ae047cebe7ed476300e63','high')"
0xdc39004cf3e4e0de8465390ba490afae08c248a0,high,",('0xdc39004cf3e4e0de8465390ba490afae08c248a0','high')"
0x98b5db4946bfbf5443564496cebae13f71f6e5ca,high,",('0x98b5db4946bfbf5443564496cebae13f71f6e5ca','high')"
0xb072ce31da65d2ba5115930ce59dc27adcfeb525,high,",('0xb072ce31da65d2ba5115930ce59dc27adcfeb525','high')"
0x1434d3706b03ef99c7aa6d3fa56919990cd7c0dc,high,",('0x1434d3706b03ef99c7aa6d3fa56919990cd7c0dc','high')"
0x2d8de06b5ed83599c50edccc1b7441c7f4507d02,high,",('0x2d8de06b5ed83599c50edccc1b7441c7f4507d02','high')"
0xd735f59270fcf804a7d91d1ade61c06a98405a22,high,",('0xd735f59270fcf804a7d91d1ade61c06a98405a22','high')"
0x28c36a8a8d724d3d9fdc3af31ec298182da5e665,high,",('0x28c36a8a8d724d3d9fdc3af31ec298182da5e665','high')"
0x971dfd283a4dc096b450e7b811509eae1820c0f6,high,",('0x971dfd283a4dc096b450e7b811509eae1820c0f6','high')"
0xe61887ff427c73a709cf603eb455167c68abd66e,high,",('0xe61887ff427c73a709cf603eb455167c68abd66e','high')"
0x87d64b1fb858fed3573b2c234f6d34d7b40e9b0c,high,",('0x87d64b1fb858fed3573b2c234f6d34d7b40e9b0c','high')"
0x5516a6910e01f7777409930299b00d557fbb55aa,high,",('0x5516a6910e01f7777409930299b00d557fbb55aa','high')"
0x21762063ad7575cc32b2a48a3a76ded2755fc990,high,",('0x21762063ad7575cc32b2a48a3a76ded2755fc990','high')"
0x9f142aaacfd1648f18f054190828128497fa63a6,high,",('0x9f142aaacfd1648f18f054190828128497fa63a6','high')"
0xd792cf7330253850c006b85ec27e5abaacff1019,high,",('0xd792cf7330253850c006b85ec27e5abaacff1019','high')"
0xa1c844e61969079340e2e513a681d7644f444e58,high,",('0xa1c844e61969079340e2e513a681d7644f444e58','high')"
0xd1f2d63c362997ecc1803121afd6f39dbc6632b2,high,",('0xd1f2d63c362997ecc1803121afd6f39dbc6632b2','high')"
0x6c61b6b7786b76bf82ad8877c71b2af9d5f5eda0,high,",('0x6c61b6b7786b76bf82ad8877c71b2af9d5f5eda0','high')"
0x7864f299499b58708bb51e283d02c626c87cf276,high,",('0x7864f299499b58708bb51e283d02c626c87cf276','high')"
0x845068c366854a94ed5a85bfd1fd19f5045fdc86,high,",('0x845068c366854a94ed5a85bfd1fd19f5045fdc86','high')"
0x38aadb8c12a4835c728a622a37e6ce0246d7c7c2,high,",('0x38aadb8c12a4835c728a622a37e6ce0246d7c7c2','high')"
0x9f75f55cdf3f97906a1eacde33de1a47c0bb2b58,high,",('0x9f75f55cdf3f97906a1eacde33de1a47c0bb2b58','high')"
0x1bab24921fbd7dc04b30b1523d2f67fbe452dd26,high,",('0x1bab24921fbd7dc04b30b1523d2f67fbe452dd26','high')"
0xcacc84bba8a6c450effa9c7d68ef6d5a2e51767f,high,",('0xcacc84bba8a6c450effa9c7d68ef6d5a2e51767f','high')"
0x5010c2fab31a65f135cc19bf92ac44f83e7e26db,high,",('0x5010c2fab31a65f135cc19bf92ac44f83e7e26db','high')"
0x9746ff430de5e718da61df485638c8f2ad747100,high,",('0x9746ff430de5e718da61df485638c8f2ad747100','high')"
0x99a765389ce71e18e48f0010a7d372efc020f4ae,high,",('0x99a765389ce71e18e48f0010a7d372efc020f4ae','high')"
0xce4e4150acb3677febccd18444a68fbf5a71ab43,high,",('0xce4e4150acb3677febccd18444a68fbf5a71ab43','high')"
0x70730c28681e79643044909e1547e80c458a83dd,high,",('0x70730c28681e79643044909e1547e80c458a83dd','high')"
0xa1ebae32593118c97cebfdc61606634a58e91de9,high,",('0xa1ebae32593118c97cebfdc61606634a58e91de9','high')"
0x01571f7ba648bfeca17bd008c4605cb3f4e25b5b,high,",('0x01571f7ba648bfeca17bd008c4605cb3f4e25b5b','high')"
0xfb3d67d6036c74bd852b73fe1e8a35039bf59e89,high,",('0xfb3d67d6036c74bd852b73fe1e8a35039bf59e89','high')"
0x8f44147a3e9b97c0f450051270892bb8bb72879f,high,",('0x8f44147a3e9b97c0f450051270892bb8bb72879f','high')"
0xedb72076ad5853c9f39e24a93164bed0ec764392,high,",('0xedb72076ad5853c9f39e24a93164bed0ec764392','high')"
0xca245dc5d5afd08ded2d7d03a1c33d07722b787f,high,",('0xca245dc5d5afd08ded2d7d03a1c33d07722b787f','high')"
0xab5098e1a99119384462e6c0ce85b0ee188d1d54,high,",('0xab5098e1a99119384462e6c0ce85b0ee188d1d54','high')"
0x00227ee7f4c192831529aff013827434cd1d1e46,high,",('0x00227ee7f4c192831529aff013827434cd1d1e46','high')"
0x4b45aa1cc0c40c408ead7081a0f4e29d8ff1c389,high,",('0x4b45aa1cc0c40c408ead7081a0f4e29d8ff1c389','high')"
0x43cf9ddf4e8dba52b9d27cea6974a6d42046c676,high,",('0x43cf9ddf4e8dba52b9d27cea6974a6d42046c676','high')"
0xfef92ee4da38872dd6e2229acc3d9db6d69c445b,high,",('0xfef92ee4da38872dd6e2229acc3d9db6d69c445b','high')"
0x6c7498103160ef5c3f55719e1c990929fe80ac8b,high,",('0x6c7498103160ef5c3f55719e1c990929fe80ac8b','high')"
0x265f663231c51b3566f104cd4728cd1428517dfe,high,",('0x265f663231c51b3566f104cd4728cd1428517dfe','high')"
0x5fa5da82a6e3e9ff20d59c343de1504ce1933998,high,",('0x5fa5da82a6e3e9ff20d59c343de1504ce1933998','high')"
0x398fea2599602fa48e8bf88ff89bd7b025b964a2,high,",('0x398fea2599602fa48e8bf88ff89bd7b025b964a2','high')"
0xf030b52ec793439e2fddebd3128c413eaeba9c5c,high,",('0xf030b52ec793439e2fddebd3128c413eaeba9c5c','high')"
0x2e879f39ea4da0514e1a0ad5c26956b715733d44,high,",('0x2e879f39ea4da0514e1a0ad5c26956b715733d44','high')"
0x0186360230a2c62c56c380de3f59d615be2ff250,high,",('0x0186360230a2c62c56c380de3f59d615be2ff250','high')"
0x862bdb197645c9aff9d07f780e142c668d75a5a0,high,",('0x862bdb197645c9aff9d07f780e142c668d75a5a0','high')"
0xa21405a4e2bf8956b02384f41f1c1c94647d89ea,high,",('0xa21405a4e2bf8956b02384f41f1c1c94647d89ea','high')"
0xc62fc6907c07232abac8b0b5c09005e5f4db2990,high,",('0xc62fc6907c07232abac8b0b5c09005e5f4db2990','high')"
0x9fe6990fd409b5130c4aad8ce002e19913ddbea0,high,",('0x9fe6990fd409b5130c4aad8ce002e19913ddbea0','high')"
0x0f932fd15382400f1d9351eb76b630dad5f3ca66,high,",('0x0f932fd15382400f1d9351eb76b630dad5f3ca66','high')"
0xb94b34c676c23e2a7a3b270dd738e076bc33d9a8,high,",('0xb94b34c676c23e2a7a3b270dd738e076bc33d9a8','high')"
0x508bd31ca113ee32a0beef2a38482aeb7b66eab2,high,",('0x508bd31ca113ee32a0beef2a38482aeb7b66eab2','high')"
0xab4ecf7fd18d4dced425b1a95fc283560ac26b06,high,",('0xab4ecf7fd18d4dced425b1a95fc283560ac26b06','high')"
0x027bb586abd9696f866ae4ba959cff6d93f4df7c,high,",('0x027bb586abd9696f866ae4ba959cff6d93f4df7c','high')"
0x81bb0fa525cb7e850c56efad45fd5163649319df,high,",('0x81bb0fa525cb7e850c56efad45fd5163649319df','high')"
0x86b555fa3234a13f28458fe0022eba7e891cd478,high,",('0x86b555fa3234a13f28458fe0022eba7e891cd478','high')"
0x5e9d1053f299f3320891ab75691e20bcc3466dde,high,",('0x5e9d1053f299f3320891ab75691e20bcc3466dde','high')"
0x97b956e00bd51f4bf7a2f7d2e6bf1e5aca095723,high,",('0x97b956e00bd51f4bf7a2f7d2e6bf1e5aca095723','high')"
0x5fcafffe8c92b6a1045bd1f929dc2a9be1a7b33e,high,",('0x5fcafffe8c92b6a1045bd1f929dc2a9be1a7b33e','high')"
0x95b72f56afb05541aa3f5c39d7f7e2bd769294ad,high,",('0x95b72f56afb05541aa3f5c39d7f7e2bd769294ad','high')"
0xca2c78231e3cc6760bd0c73ae69d5ff52d46b569,high,",('0xca2c78231e3cc6760bd0c73ae69d5ff52d46b569','high')"
0x53c30b604fd7333ff720569db82f4e3b52d1695c,high,",('0x53c30b604fd7333ff720569db82f4e3b52d1695c','high')"
0x5f89c00e22a3d6a2c1a5f52a3f5b772f29fd21bf,high,",('0x5f89c00e22a3d6a2c1a5f52a3f5b772f29fd21bf','high')"
0x753e0e4b8c71224ce6f048bb73c92edf6cc7f7f3,high,",('0x753e0e4b8c71224ce6f048bb73c92edf6cc7f7f3','high')"
0xb12d29c2e74193f3fdb947002b157a5a6ce81700,high,",('0xb12d29c2e74193f3fdb947002b157a5a6ce81700','high')"
0xa32c7a85c854181a2287ec1594273931d5753255,high,",('0xa32c7a85c854181a2287ec1594273931d5753255','high')"
0xce38f5b240b639a2762b6fad73b44fec90da3910,high,",('0xce38f5b240b639a2762b6fad73b44fec90da3910','high')"
0xf0b0d97d105efa7a9816c330e398bddef26ad063,high,",('0xf0b0d97d105efa7a9816c330e398bddef26ad063','high')"
0xb55f2fb14d0c654f5e59729eed6f66ee62ca4751,high,",('0xb55f2fb14d0c654f5e59729eed6f66ee62ca4751','high')"
0x86b499c4ee67781554106fd69bb467b8e775ce54,high,",('0x86b499c4ee67781554106fd69bb467b8e775ce54','high')"
0x32efe57621aede399c2259d6e73034addd16816f,high,",('0x32efe57621aede399c2259d6e73034addd16816f','high')"
0xdb9db55bb50113bdbb9ccde80fa66867a7893b26,high,",('0xdb9db55bb50113bdbb9ccde80fa66867a7893b26','high')"
0xfd64406c61ab20d1508c8ce774b731ff2aec0f6a,high,",('0xfd64406c61ab20d1508c8ce774b731ff2aec0f6a','high')"
0xae9982cfb1bb53954e2bdce2ed08e848a9c15540,high,",('0xae9982cfb1bb53954e2bdce2ed08e848a9c15540','high')"
0xe0c927c60a34c8ad312d2d9cbe7988cf39950dcf,high,",('0xe0c927c60a34c8ad312d2d9cbe7988cf39950dcf','high')"
0x9af42408696f4dcf701944bf776d4562acbf3d47,high,",('0x9af42408696f4dcf701944bf776d4562acbf3d47','high')"
0x15a64e2f718dcbd9a0a2bdada111f16118d938a4,high,",('0x15a64e2f718dcbd9a0a2bdada111f16118d938a4','high')"
0xa8e6909781ce2397776748d6c444140eba5e6b47,high,",('0xa8e6909781ce2397776748d6c444140eba5e6b47','high')"
0x0efe7ab3b5c5407a06ddca68c9b489a89714c9fd,high,",('0x0efe7ab3b5c5407a06ddca68c9b489a89714c9fd','high')"
0x628bd049c3131e0b57d8f26092c9172f9fde9b89,high,",('0x628bd049c3131e0b57d8f26092c9172f9fde9b89','high')"
0xe7ec2294d9ccd01fb39529094ab91923dfe451e2,high,",('0xe7ec2294d9ccd01fb39529094ab91923dfe451e2','high')"
0x5f86a12e405ab9ca1deccfec1d901573dd3dff04,high,",('0x5f86a12e405ab9ca1deccfec1d901573dd3dff04','high')"
0x1dac04002935343148e4cdcc769d98590827c679,high,",('0x1dac04002935343148e4cdcc769d98590827c679','high')"
0xfcc5712b97baf5b6b540b6095742a0181634b9ca,high,",('0xfcc5712b97baf5b6b540b6095742a0181634b9ca','high')"
0x40e4e8e1a3d913af088e3dcd1969dbfd905afdea,high,",('0x40e4e8e1a3d913af088e3dcd1969dbfd905afdea','high')"
0x73fdf4cc2414d5a29636b65153edd1c912de6e1f,high,",('0x73fdf4cc2414d5a29636b65153edd1c912de6e1f','high')"
0xda609afe0ea015b5149b3db7ec4eafec2c71b137,high,",('0xda609afe0ea015b5149b3db7ec4eafec2c71b137','high')"
0x4757b6875cf9457e6c3f2669a452310d21ae8d84,high,",('0x4757b6875cf9457e6c3f2669a452310d21ae8d84','high')"
0x052bbbad28ff453470ee3e18f1743e4bb719408e,high,",('0x052bbbad28ff453470ee3e18f1743e4bb719408e','high')"
0xb2977f42f5c525fff1fd3d5e1bc588cb457f0f9d,high,",('0xb2977f42f5c525fff1fd3d5e1bc588cb457f0f9d','high')"
